username,score,percentile
RoadToRank1,1.31,1.8537127141950498
SleepingWyvern,1.31,1.8537127141950498
liskadi,1.31,1.8537127141950498
stonks7903,1.31,1.8537127141950498
Bane,1.32,1.8775121641633172
CrazyDusky,1.32,1.8775121641633172
gami0512,1.32,1.8775121641633172
ShizzNick,1.33,1.8933784641421618
Tokkibiii,1.33,1.8933784641421618
dysononline,1.33,1.8933784641421618
J3D1,1.35,1.9145335307806222
foros06,1.35,1.9145335307806222
girlaccou,1.35,1.9145335307806222
liko,1.35,1.9145335307806222
stillramu,1.35,1.9145335307806222
CyanPlaza,1.36,1.9303998307594668
ZENOS100,1.37,1.9356885974190818
Diddy,1.38,1.9436217474085045
Snow38,1.38,1.9436217474085045
zonuelo,1.39,1.9515548973979269
Default,1.4,1.9568436640575417
GinIsSilver,1.41,1.9647768140469641
Wasted,1.41,1.9647768140469641
AunKungTH,1.42,1.9779987306960016
daki090,1.42,1.9779987306960016
unximer,1.42,1.9779987306960016
Dookie,1.43,1.9912206473450391
Sren,1.43,1.9912206473450391
Rudyon,1.44,2.0044425639940764
solestix,1.44,2.0044425639940764
sopharia,1.44,2.0044425639940764
Mystically,1.45,2.0229532473027287
a6k,1.45,2.0229532473027287
luixinguer,1.45,2.0229532473027287
phunney,1.45,2.0229532473027287
Paradoxenon,1.46,2.038819547281574
schguki,1.46,2.038819547281574
ALTVOIDZY,1.47,2.0626189972498414
AlbertoFujimori,1.47,2.0626189972498414
HellLight23,1.47,2.0626189972498414
Scarnemia,1.47,2.0626189972498414
herestotheroc,1.47,2.0626189972498414
seeder,1.47,2.0626189972498414
thelettera,1.47,2.0626189972498414
SmilMan,1.48,2.086418447218109
shanenzo0217,1.48,2.086418447218109
SleepyPudding,1.49,2.0969959805373386
bleep,1.49,2.0969959805373386
ShionSchultz,1.5,2.1049291305267612
Lowri,1.52,2.1128622805161834
slwed,1.52,2.1128622805161834
XiuMai,1.53,2.126084197165221
kd827827,1.53,2.126084197165221
lokylainen,1.53,2.126084197165221
Fe198,1.54,2.1393061138142584
theog05,1.54,2.1393061138142584
Lux,1.55,2.1525280304632957
Nightpanda,1.55,2.1525280304632957
ThzeTerminator,1.55,2.1525280304632957
1hrphoto,1.56,2.173683097101756
Nemixx,1.56,2.173683097101756
SatNizen,1.56,2.173683097101756
StevenR100,1.56,2.173683097101756
symulacra,1.56,2.173683097101756
FIRENIGHT115,1.57,2.2027713137296385
Gintariar,1.57,2.2027713137296385
Liz93,1.57,2.2027713137296385
Vonz,1.57,2.2027713137296385
bruv,1.57,2.2027713137296385
paintyum,1.57,2.2027713137296385
Diegordo,1.58,2.223926380368098
siren,1.58,2.223926380368098
Hamzi27,1.59,2.245081447006558
MrChris,1.59,2.245081447006558
Pagreance,1.59,2.245081447006558
SioN,1.59,2.245081447006558
Tornadoguy,1.59,2.245081447006558
verak05a,1.59,2.245081447006558
IndianMicrowave,1.6,2.2635921303152102
4203lemeht,1.61,2.287391580283478
Ayaero,1.61,2.287391580283478
FreddyDePro,1.61,2.287391580283478
Mickelswag08,1.61,2.287391580283478
Moony69,1.61,2.287391580283478
ZD646,1.61,2.287391580283478
ashylab,1.61,2.287391580283478
nikuwolf,1.61,2.287391580283478
Caldari,1.63,2.31647979691136
Iamdumberdore,1.63,2.31647979691136
fenbo,1.63,2.31647979691136
ChiDominoStar1,1.64,2.3349904802200125
Nosi,1.64,2.3349904802200125
asangoyo3964,1.64,2.3349904802200125
onionk,1.64,2.3349904802200125
CorruptYouthh,1.65,2.350856780198858
Jay314,1.65,2.350856780198858
LordBassHead,1.66,2.3587899301882804
Faso,1.67,2.3720118468373177
Pegionx,1.67,2.3720118468373177
Undersyde,1.67,2.3720118468373177
doma,1.67,2.3720118468373177
jwbre,1.68,2.3878781468161625
miguel,1.68,2.3878781468161625
Borderlines,1.69,2.406388830124815
Deltara,1.69,2.406388830124815
Profi,1.69,2.406388830124815
