username,score,percentile
281v0,0.0,0.698117199069177
7u7,0.0,0.698117199069177
ALTVOIDZY,0.0,0.698117199069177
Alcyon,0.0,0.698117199069177
AlexFag,0.0,0.698117199069177
AlexisUWU,0.0,0.698117199069177
AlexyonRay,0.0,0.698117199069177
Alpaca,0.0,0.698117199069177
AmnesiaSilence,0.0,0.698117199069177
AndrewDong,0.0,0.698117199069177
Andy24Evans,0.0,0.698117199069177
Arcane,0.0,0.698117199069177
Arcati,0.0,0.698117199069177
Asier2003,0.0,0.698117199069177
Asu,0.0,0.698117199069177
AsuKo,0.0,0.698117199069177
AunKungTH,0.0,0.698117199069177
AxConnorGames,0.0,0.698117199069177
Ayaero,0.0,0.698117199069177
Bane,0.0,0.698117199069177
Brad,0.0,0.698117199069177
BroccoliChan,0.0,0.698117199069177
Cazialer,0.0,0.698117199069177
Cheeto,0.0,0.698117199069177
Chell0,0.0,0.698117199069177
Chisato,0.0,0.698117199069177
Conraz,0.0,0.698117199069177
CorruptYouthh,0.0,0.698117199069177
Croonk,0.0,0.698117199069177
CrystalZ,0.0,0.698117199069177
D321,0.0,0.698117199069177
Dawney,0.0,0.698117199069177
Dedlaft,0.0,0.698117199069177
DevLovChez,0.0,0.698117199069177
Devohx,0.0,0.698117199069177
Diddy,0.0,0.698117199069177
Doctown,0.0,0.698117199069177
Dolsu,0.0,0.698117199069177
Doubbly,0.0,0.698117199069177
Drakers,0.0,0.698117199069177
Dreadmag,0.0,0.698117199069177
DustinKazi,0.0,0.698117199069177
Dyron,0.0,0.698117199069177
Eliott,0.0,0.698117199069177
Fechote,0.0,0.698117199069177
Flewrider,0.0,0.698117199069177
Form,0.0,0.698117199069177
Free,0.0,0.698117199069177
Froce,0.0,0.698117199069177
Frodo,0.0,0.698117199069177
Gentoxic,0.0,0.698117199069177
Gjwr,0.0,0.698117199069177
Gonny,0.0,0.698117199069177
Gvesso,0.0,0.698117199069177
HalfLeif,0.0,0.698117199069177
HampterLord,0.0,0.698117199069177
Hamzi27,0.0,0.698117199069177
HanimeGhoul,0.0,0.698117199069177
HellLight23,0.0,0.698117199069177
Hexikey,0.0,0.698117199069177
Hydre,0.0,0.698117199069177
IConstableI,0.0,0.698117199069177
IndianMicrowave,0.0,0.698117199069177
J3D1,0.0,0.698117199069177
JahMano,0.0,0.698117199069177
Jobdozer,0.0,0.698117199069177
JonahTheMans,0.0,0.698117199069177
JoseiFeliz,0.0,0.698117199069177
KadeDev,0.0,0.698117199069177
Kaoshii,0.0,0.698117199069177
KokouNut,0.0,0.698117199069177
Kubercik,0.0,0.698117199069177
LeonsOnline,0.0,0.698117199069177
LilGnome,0.0,0.698117199069177
Lowri,0.0,0.698117199069177
LucLag,0.0,0.698117199069177
Lune,0.0,0.698117199069177
Lux,0.0,0.698117199069177
Mahi,0.0,0.698117199069177
MarianCap,0.0,0.698117199069177
MeWirerle,0.0,0.698117199069177
MeltedButter,0.0,0.698117199069177
Melvr,0.0,0.698117199069177
MikeDeBike,0.0,0.698117199069177
Moleey,0.0,0.698117199069177
Mongosute,0.0,0.698117199069177
Mqrcury,0.0,0.698117199069177
MtrJulio,0.0,0.698117199069177
Mulequik,0.0,0.698117199069177
Myronzor,0.0,0.698117199069177
NVZ,0.0,0.698117199069177
Nachojojo,0.0,0.698117199069177
NadyshkaXuyshka,0.0,0.698117199069177
Nghtly,0.0,0.698117199069177
NiadHGR,0.0,0.698117199069177
Nihoyo,0.0,0.698117199069177
NoTablet,0.0,0.698117199069177
NobleEzuno,0.0,0.698117199069177
NotAceatUpscroll,0.0,0.698117199069177
Noxyntious,0.0,0.698117199069177
Nydia,0.0,0.698117199069177
OSU1,0.0,0.698117199069177
OSilver,0.0,0.698117199069177
ObiMeow,0.0,0.698117199069177
OceanMan1137,0.0,0.698117199069177
OceansCurse,0.0,0.698117199069177
Odoroki,0.0,0.698117199069177
Ohreis,0.0,0.698117199069177
OwlCore,0.0,0.698117199069177
PanjengG,0.0,0.698117199069177
Phitokinesis,0.0,0.698117199069177
PicoVIII,0.0,0.698117199069177
Plose,0.0,0.698117199069177
Powwu,0.0,0.698117199069177
Pris90,0.0,0.698117199069177
Qbert,0.0,0.698117199069177
Rainbowzz,0.0,0.698117199069177
Remkun,0.0,0.698117199069177
Remokc,0.0,0.698117199069177
Reploid,0.0,0.698117199069177
Ricz124,0.0,0.698117199069177
RikeSnipe,0.0,0.698117199069177
Ryoken,0.0,0.698117199069177
RyuuAkito,0.0,0.698117199069177
SaasAs,0.0,0.698117199069177
SamuraiXVI,0.0,0.698117199069177
Sash,0.0,0.698117199069177
SawbladeDoom,0.0,0.698117199069177
ScornedShadow,0.0,0.698117199069177
SerafinDD,0.0,0.698117199069177
Shameful,0.0,0.698117199069177
Shirohi,0.0,0.698117199069177
SillyBunny,0.0,0.698117199069177
Skelebro,0.0,0.698117199069177
SkyCurse,0.0,0.698117199069177
SleepingWyvern,0.0,0.698117199069177
Smeric,0.0,0.698117199069177
SoToy,0.0,0.698117199069177
Sondykins,0.0,0.698117199069177
T3RraCrew,0.0,0.698117199069177
TLginseng,0.0,0.698117199069177
Taengz,0.0,0.698117199069177
TheGreatHoldenD,0.0,0.698117199069177
TheJadesito,0.0,0.698117199069177
ThePhoenix,0.0,0.698117199069177
TheRealBread,0.0,0.698117199069177
Theal,0.0,0.698117199069177
ThyPolloLoco,0.0,0.698117199069177
Tiana,0.0,0.698117199069177
TobyFangirl,0.0,0.698117199069177
